#,Name,Tag,Accepted rate,LeetcodeID,Leetcode Link,Desc
55,Find Numbers with Even Number of Digits,"['Array', 'Math']",77.50%,1295,https://leetcode.com/problems/find-numbers-with-even-number-of-digits/description,"Given an array `nums` of integers, return how many of them contain an even number of digits.
 
 
 Example 1:
 Input: nums = [12,345,2,6,7896]
 Output: 2
 Explanation: 
 12 contains 2 digits (even number of digits). 
 345 contains 3 digits (odd number of digits). 
 2 contains 1 digit (odd number of digits). 
 6 contains 1 digit (odd number of digits). 
 7896 contains 4 digits (even number of digits). 
 Therefore only 12 and 7896 contain an even number of digits.
 
 
 Example 2:
 Input: nums = [555,901,482,1771]
 Output: 1 
 Explanation: 
 Only 1771 contains an even number of digits.
 
 
 Constraints:
 `1 <= nums.length <= 500`
 `1 <= nums[i] <= 10^5`"
56,N-Repeated Element in Size 2N Array,"['Array', 'Hash Table']",77.10%,961,https://leetcode.com/problems/n-repeated-element-in-size-2n-array/description,"In a array `A` of size `2N`, there are `N+1` unique elements, and exactly one of these elements is repeated `N` times.
 
 Return the element repeated `N` times.
 
 
 Example 1:
 Input: [1,2,3,3]
 Output: 3
 
 Example 2:
 Input: [2,1,2,5,3,2]
 Output: 2
 
 Example 3:
 Input: [5,1,5,2,5,3,5,4]
 Output: 5
 Note:
 `4 <= A.length <= 10000`
 `0 <= A[i] < 10000`
 `A.length` is even"
57,Sum of Digits in the Minimum Number,"['Array', 'Math']",76.60%,1085,https://leetcode.com/problems/sum-of-digits-in-the-minimum-number/description,"Given an array `A` of positive integers, let `S` be the sum of the digits of the minimal element of `A`.
 
 Return 0 if `S` is odd, otherwise return 1.
 
 
 Example 1:
 Input: [34,23,1,24,75,33,54,8]
 Output: 0
 Explanation: 
 The minimal element is 1, and the sum of those digits is S = 1 which is odd, so the answer is 0.
 
 
 Example 2:
 Input: [99,77,33,66,55]
 Output: 1
 Explanation: 
 The minimal element is 33, and the sum of those digits is S = 3 + 3 = 6 which is even, so the answer is 1.
 
 
 Constraints:
 `1 <= A.length <= 100`
 `1 <= A[i] <= 100`"
58,Sort Array By Parity,"['Array', 'Two Pointers', 'Sorting']",76.30%,905,https://leetcode.com/problems/sort-array-by-parity/description,"Given an array `A` of non-negative integers, return an array consisting of all the even elements of `A`, followed by all the odd elements of `A`.
 
 You may return any answer array that satisfies this condition.
 
 
 Example 1:
 Input: [3,1,2,4]
 Output: [2,4,3,1]
 The outputs [4,2,3,1], [2,4,1,3], and [4,2,1,3] would also be accepted.
 
 Note:
 `1 <= A.length <= 5000`
 `0 <= A[i] <= 5000`"
59,Find N Unique Integers Sum up to Zero,"['Array', 'Math']",76.20%,1304,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero/description,"Given an integer `n`, return any array containing `n` unique integers such that they add up to `0`.
 
 
 Example 1:
 Input: n = 5
 Output: [-7,-1,1,3,4]
 Explanation: These arrays also are accepted [-5,-1,1,2,3] , [-3,-1,2,-2,4].
 
 
 Example 2:
 Input: n = 3
 Output: [-1,0,1]
 
 Example 3:
 Input: n = 1
 Output: [0]
 
 Constraints:
 `1 <= n <= 1000`"
60,Make Two Arrays Equal by Reversing Subarrays,"['Array', 'Hash Table', 'Sorting']",76.00%,1460,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-subarrays/description,"Given two integer arrays of equal length `target` and `arr`.
 
 In one step, you can select any non-empty sub-array of `arr` and reverse it. You are allowed to make any number of steps.
 
 Return True if you can make `arr` equal to `target`, or False otherwise.
 
 
 Example 1:
 Input: target = [1,2,3,4], arr = [2,4,1,3]
 Output: true
 Explanation: You can follow the next steps to convert arr to target:
 1- Reverse sub-array [2,4,1], arr becomes [1,4,2,3]
 2- Reverse sub-array [4,2], arr becomes [1,2,4,3]
 3- Reverse sub-array [4,3], arr becomes [1,2,3,4]
 There are multiple ways to convert arr to target, this is not the only way to do so.
 
 
 Example 2:
 Input: target = [7], arr = [7]
 Output: true
 Explanation: arr is equal to target without any reverses.
 
 
 Example 3:
 Input: target = [1,12], arr = [12,1]
 Output: true
 
 Example 4:
 Input: target = [3,7,9], arr = [3,7,11]
 Output: false
 Explanation: arr doesn't have value 9 and it can never be converted to target.
 
 
 Example 5:
 Input: target = [1,1,1,1,1], arr = [1,1,1,1,1]
 Output: true
 
 Constraints:
 `target.length == arr.length`
 `1 <= target.length <= 1000`
 `1 <= target[i] <= 1000`
 `1 <= arr[i] <= 1000`"
61,Robot Return to Origin,"['String', 'Simulation']",75.90%,657,https://leetcode.com/problems/robot-return-to-origin/description,"There is a robot starting at position (0, 0), the origin, on a 2D plane. Given a sequence of its moves, judge if this robot ends up at (0, 0) after it completes its moves.
 
 The move sequence is represented by a string, and the character moves[i] represents its ith move. Valid moves are R (right), L (left), U (up), and D (down). If the robot returns to the origin after it finishes all of its moves, return true. Otherwise, return false.
 
 Note: The way that the robot is ""facing"" is irrelevant. ""R"" will always make the robot move to the right once, ""L"" will always make it move left, etc. Also, assume that the magnitude of the robot's movement is the same for each move.
 
 
 Example 1:
 Input: moves = ""UD""
 Output: true
 Explanation: The robot moves up once, and then down once. All moves have the same magnitude, so it ended up at the origin where it started. Therefore, we return true.
 
 
 Example 2:
 Input: moves = ""LL""
 Output: false
 Explanation: The robot moves left twice. It ends up two ""moves"" to the left of the origin. We return false because it is not at the origin at the end of its moves.
 
 
 Example 3:
 Input: moves = ""RRDD""
 Output: false
 
 Example 4:
 Input: moves = ""LDRRLRUULR""
 Output: false
 
 Constraints:
 `1 <= moves.length <= 2 * 104`
 `moves` only contains the characters `'U'`, `'D'`, `'L'` and `'R'`."
62,Number of Students Doing Homework at a Given Time,['Array'],75.80%,1450,https://leetcode.com/problems/number-of-students-doing-homework-at-a-given-time/description,"Given two integer arrays `startTime` and `endTime` and given an integer `queryTime`.
 
 The `ith` student started doing their homework at the time `startTime[i]` and finished it at time `endTime[i]`.
 
 Return the number of students doing their homework at time `queryTime`. More formally, return the number of students where `queryTime` lays in the interval `[startTime[i], endTime[i]]` inclusive.
 
 
 Example 1:
 Input: startTime = [1,2,3], endTime = [3,2,7], queryTime = 4
 Output: 1
 Explanation: We have 3 students where:
 The first student started doing homework at time 1 and finished at time 3 and wasn't doing anything at time 4.
 
 The second student started doing homework at time 2 and finished at time 2 and also wasn't doing anything at time 4.
 
 The third student started doing homework at time 3 and finished at time 7 and was the only student doing homework at time 4.
 
 
 Example 2:
 Input: startTime = [4], endTime = [4], queryTime = 4
 Output: 1
 Explanation: The only student was doing their homework at the queryTime.
 
 
 Example 3:
 Input: startTime = [4], endTime = [4], queryTime = 5
 Output: 0
 
 Example 4:
 Input: startTime = [1,1,1,1], endTime = [1,3,2,4], queryTime = 7
 Output: 0
 
 Example 5:
 Input: startTime = [9,8,7,6,5,4,3,2,1], endTime = [10,10,10,10,10,10,10,10,10], queryTime = 5
 Output: 5
 
 Constraints:
 `startTime.length == endTime.length`
 `1 <= startTime.length <= 100`
 `1 <= startTime[i] <= endTime[i] <= 1000`
 `1 <= queryTime <= 1000`"
63,Pascal's Triangle,"['Array', 'Dynamic Programming']",75.70%,118,https://leetcode.com/problems/pascal's-triangle/description,"Given an integer `numRows`, return the first numRows of Pascal's triangle.
 
 In Pascal's triangle, each number is the sum of the two numbers directly above it as shown:
 
 Example 1:
 Input: numRows = 5
 Output: [[1],[1,1],[1,2,1],[1,3,3,1],[1,4,6,4,1]]
 
 Example 2:
 Input: numRows = 1
 Output: [[1]]
 
 Constraints:
 `1 <= numRows <= 30`"
64,Intersection of Two Arrays,"['Array', 'Hash Table', 'Two Pointers', '2+']",75.50%,349,https://leetcode.com/problems/intersection-of-two-arrays/description,"Given two integer arrays `nums1` and `nums2`, return an array of their intersection. Each element in the result must be unique and you may return the result in any order.
 
 
 Example 1:
 Input: nums1 = [1,2,2,1], nums2 = [2,2]
 Output: [2]
 
 Example 2:
 Input: nums1 = [4,9,5], nums2 = [9,4,9,8,4]
 Output: [9,4]
 Explanation: [4,9] is also accepted.
 
 
 Constraints:
 `1 <= nums1.length, nums2.length <= 1000`
 `0 <= nums1[i], nums2[i] <= 1000`"
65,Relative Sort Array,"['Array', 'Hash Table', 'Sorting', '1+']",74.80%,1122,https://leetcode.com/problems/relative-sort-array/description,"Given two arrays `arr1` and `arr2`, the elements of `arr2` are distinct, and all elements in `arr2` are also in `arr1`.
 
 Sort the elements of `arr1` such that the relative ordering of items in `arr1` are the same as in `arr2`. Elements that don't appear in `arr2` should be placed at the end of `arr1` in ascending order.
 
 
 Example 1:
 Input: arr1 = [2,3,1,3,2,4,6,7,9,2,19], arr2 = [2,1,4,3,9,6]
 Output: [2,2,2,1,4,3,3,9,6,7,19]
 
 Constraints:
 `1 <= arr1.length, arr2.length <= 1000`
 `0 <= arr1[i], arr2[i] <= 1000`
 All the elements of `arr2` are distinct.
 
 Each `arr2[i]` is in `arr1`."
66,Delete Columns to Make Sorted,"['Array', 'String']",74.70%,944,https://leetcode.com/problems/delete-columns-to-make-sorted/description,"You are given an array of `n` strings `strs`, all of the same length.
 
 The strings can be arranged such that there is one on each line, making a grid. For example, `strs = [""abc"", ""bce"", ""cae""]` can be arranged as:
 abc
 bce
 cae
 You want to delete the columns that are not sorted lexicographically. In the above example (0-indexed), columns 0 (`'a'`, `'b'`, `'c'`) and 2 (`'c'`, `'e'`, `'e'`) are sorted while column 1 (`'b'`, `'c'`, `'a'`) is not, so you would delete column 1.
 
 Return the number of columns that you will delete.
 
 
 Example 1:
 Input: strs = [""cba"",""daf"",""ghi""]
 Output: 1
 Explanation: The grid looks as follows:
  cba
  daf
  ghi
 Columns 0 and 2 are sorted, but column 1 is not, so you only need to delete 1 column.
 
 
 Example 2:
 Input: strs = [""a"",""b""]
 Output: 0
 Explanation: The grid looks as follows:
  a
  b
 Column 0 is the only column and is sorted, so you will not delete any columns.
 
 
 Example 3:
 Input: strs = [""zyx"",""wvu"",""tsr""]
 Output: 3
 Explanation: The grid looks as follows:
  zyx
  wvu
  tsr
 All 3 columns are not sorted, so you will delete all 3.
 
 
 Constraints:
 `n == strs.length`
 `1 <= n <= 100`
 `1 <= strs[i].length <= 1000`
 `strs[i]` consists of lowercase English letters."
67,Find Common Characters,"['Array', 'Hash Table', 'String']",74.60%,1002,https://leetcode.com/problems/find-common-characters/description,"Given an array `A` of strings made only from lowercase letters, return a list of all characters that show up in all strings within the list (including duplicates). For example, if a character occurs 3 times in all strings but not 4 times, you need to include that character three times in the final answer.
 
 You may return the answer in any order.
 
 
 Example 1:
 Input: [""bella"",""label"",""roller""]
 Output: [""e"",""l"",""l""]
 
 Example 2:
 Input: [""cool"",""lock"",""cook""]
 Output: [""c"",""o""]
 Note:
 `1 <= A.length <= 100`
 `1 <= A[i].length <= 100`
 `A[i][j]` is a lowercase letter"
68,High Five,"['Array', 'Hash Table', 'Sorting', '1+']",74.50%,1086,https://leetcode.com/problems/high-five/description,"Given a list of the scores of different students, `items`, where `items[i] = [IDi, scorei]` represents one score from a student with `IDi`, calculate each student's top five average.
 
 Return the answer as an array of pairs `result`, where `result[j] = [IDj, topFiveAveragej]` represents the student with `IDj` and their top five average. Sort `result` by `IDj` in increasing order.
 
 A student's top five average is calculated by taking the sum of their top five scores and dividing it by `5` using integer division.
 
 
 Example 1:
 Input: items = [[1,91],[1,92],[2,93],[2,97],[1,60],[2,77],[1,65],[1,87],[1,100],[2,100],[2,76]]
 Output: [[1,87],[2,88]]
 Explanation: 
 The student with ID = 1 got scores 91, 92, 60, 65, 87, and 100. Their top five average is (100 + 92 + 91 + 87 + 65) / 5 = 87.
 
 The student with ID = 2 got scores 93, 97, 77, 100, and 76. Their top five average is (100 + 97 + 93 + 77 + 76) / 5 = 88.6, but with integer division their average converts to 88.
 
 
 Example 2:
 Input: items = [[1,100],[7,100],[1,100],[7,100],[1,100],[7,100],[1,100],[7,100],[1,100],[7,100]]
 Output: [[1,100],[7,100]]
 
 Constraints:
 `1 <= items.length <= 1000`
 `items[i].length == 2`
 `1 <= IDi <= 1000`
 `0 <= scorei <= 100`
 For each `IDi`, there will be at least five scores."
69,Maximum Units on a Truck,"['Array', 'Greedy', 'Sorting']",73.90%,1710,https://leetcode.com/problems/maximum-units-on-a-truck/description,"You are assigned to put some amount of boxes onto one truck. You are given a 2D array `boxTypes`, where `boxTypes[i] = [numberOfBoxesi, numberOfUnitsPerBoxi]`:
 `numberOfBoxesi` is the number of boxes of type `i`.
 
 `numberOfUnitsPerBoxi` is the number of units in each box of the type `i`.
 
 You are also given an integer `truckSize`, which is the maximum number of boxes that can be put on the truck. You can choose any boxes to put on the truck as long as the number of boxes does not exceed `truckSize`.
 
 Return the maximum total number of units that can be put on the truck.
 
 
 Example 1:
 Input: boxTypes = [[1,3],[2,2],[3,1]], truckSize = 4
 Output: 8
 Explanation: There are:
 - 1 box of the first type that contains 3 units.
 
 - 2 boxes of the second type that contain 2 units each.
 
 - 3 boxes of the third type that contain 1 unit each.
 
 You can take all the boxes of the first and second types, and one box of the third type.
 
 The total number of units will be = (1 * 3) + (2 * 2) + (1 * 1) = 8.
 
 
 Example 2:
 Input: boxTypes = [[5,10],[2,5],[4,7],[3,9]], truckSize = 10
 Output: 91
 
 Constraints:
 `1 <= boxTypes.length <= 1000`
 `1 <= numberOfBoxesi, numberOfUnitsPerBoxi <= 1000`
 `1 <= truckSize <= 106`"
70,Projection Area of 3D Shapes,"['Array', 'Math', 'Geometry', '1+']",73.40%,883,https://leetcode.com/problems/projection-area-of-3d-shapes/description,"You are given an `n x n` `grid` where we place some `1 x 1 x 1` cubes that are axis-aligned with the `x`, `y`, and `z` axes.
 
 Each value `v = grid[i][j]` represents a tower of `v` cubes placed on top of the cell `(i, j)`.
 
 We view the projection of these cubes onto the `xy`, `yz`, and `zx` planes.
 
 A projection is like a shadow, that maps our 3-dimensional figure to a 2-dimensional plane. We are viewing the ""shadow"" when looking at the cubes from the top, the front, and the side.
 
 Return the total area of all three projections.
 
 
 Example 1:
 Input: grid = [[1,2],[3,4]]
 Output: 17
 Explanation: Here are the three projections (""shadows"") of the shape made with each axis-aligned plane.
 
 
 Example 2:
 Input: grid = [[2]]
 Output: 5
 
 Example 3:
 Input: grid = [[1,0],[0,2]]
 Output: 8
 
 Example 4:
 Input: grid = [[1,1,1],[1,0,1],[1,1,1]]
 Output: 14
 
 Example 5:
 Input: grid = [[2,2,2],[2,1,2],[2,2,2]]
 Output: 21
 
 Constraints:
 `n == grid.length`
 `n == grid[i].length`
 `1 <= n <= 50`
 `0 <= grid[i][j] <= 50`"
71,Next Greater Element I,"['Array', 'Hash Table', 'Stack', '1+']",73.30%,496,https://leetcode.com/problems/next-greater-element-i/description,"You are given two integer arrays `nums1` and `nums2` both of unique elements, where `nums1` is a subset of `nums2`.
 
 Find all the next greater numbers for `nums1`'s elements in the corresponding places of `nums2`.
 
 The Next Greater Number of a number `x` in `nums1` is the first greater number to its right in `nums2`. If it does not exist, return `-1` for this number.
 
 
 Example 1:
 Input: nums1 = [4,1,2], nums2 = [1,3,4,2]
 Output: [-1,3,-1]
 Explanation:
 For number 4 in the first array, you cannot find the next greater number for it in the second array, so output -1.
 
 For number 1 in the first array, the next greater number for it in the second array is 3.
 
 For number 2 in the first array, there is no next greater number for it in the second array, so output -1.
 
 
 Example 2:
 Input: nums1 = [2,4], nums2 = [1,2,3,4]
 Output: [3,-1]
 Explanation:
 For number 2 in the first array, the next greater number for it in the second array is 3.
 
 For number 4 in the first array, there is no next greater number for it in the second array, so output -1.
 
 
 Constraints:
 `1 <= nums1.length <= nums2.length <= 1000`
 `0 <= nums1[i], nums2[i] <= 104`
 All integers in `nums1` and `nums2` are unique.
 
 All the integers of `nums1` also appear in `nums2`.
 
 Follow up: Could you find an `O(nums1.length + nums2.length)` solution?"
72,Fizz Buzz,"['Math', 'String', 'Simulation']",73.20%,412,https://leetcode.com/problems/fizz-buzz/description,"Write a program that outputs the string representation of numbers from 1 to n.
 
 But for multiples of three it should output “Fizz” instead of the number and for the multiples of five output “Buzz”. For numbers which are multiples of both three and five output “FizzBuzz”.
 
 
 Example:
 n = 15,
 Return:
 [
  ""1"",
  ""2"",
  ""Fizz"",
  ""4"",
  ""Buzz"",
  ""Fizz"",
  ""7"",
  ""8"",
  ""Fizz"",
  ""Buzz"",
  ""11"",
  ""Fizz"",
  ""13"",
  ""14"",
  ""FizzBuzz""
 ]"
73,Island Perimeter,"['Array', 'Depth-First Search', '2+']",73.20%,463,https://leetcode.com/problems/island-perimeter/description,"You are given `row x col` `grid` representing a map where `grid[i][j] = 1` represents land and `grid[i][j] = 0` represents water.
 
 Grid cells are connected horizontally/vertically (not diagonally). The `grid` is completely surrounded by water, and there is exactly one island (i.e., one or more connected land cells).
 
 The island doesn't have ""lakes"", meaning the water inside isn't connected to the water around the island. One cell is a square with side length 1. The grid is rectangular, width and height don't exceed 100. Determine the perimeter of the island.
 
 
 Example 1:
 Input: grid = [[0,1,0,0],[1,1,1,0],[0,1,0,0],[1,1,0,0]]
 Output: 16
 Explanation: The perimeter is the 16 yellow stripes in the image above.
 
 
 Example 2:
 Input: grid = [[1]]
 Output: 4
 
 Example 3:
 Input: grid = [[1,0]]
 Output: 4
 
 Constraints:
 `row == grid.length`
 `col == grid[i].length`
 `1 <= row, col <= 100`
 `grid[i][j]` is `0` or `1`."
74,Squares of a Sorted Array,"['Array', 'Two Pointers', 'Sorting']",73.00%,977,https://leetcode.com/problems/squares-of-a-sorted-array/description,"Given an integer array `nums` sorted in non-decreasing order, return an array of the squares of each number sorted in non-decreasing order.
 
 
 Example 1:
 Input: nums = [-4,-1,0,3,10]
 Output: [0,1,9,16,100]
 Explanation: After squaring, the array becomes [16,1,0,9,100].
 
 After sorting, it becomes [0,1,9,16,100].
 
 
 Example 2:
 Input: nums = [-7,-3,2,3,11]
 Output: [4,9,9,49,121]
 
 Constraints:
 `1 <= nums.length <= 104`
 `-104 <= nums[i] <= 104`
 `nums` is sorted in non-decreasing order.
 
 Follow up: Squaring each element and sorting the new array is very trivial, could you find an `O(n)` solution using a different approach?"
75,Convert Sorted Array to Binary Search Tree,"['Array', 'Divide and Conquer', 'Tree', '2+']",72.90%,108,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/description,"Given an integer array `nums` where the elements are sorted in ascending order, convert it to a height-balanced binary search tree.
 
 A height-balanced binary tree is a binary tree in which the depth of the two subtrees of every node never differs by more than one.
 
 
 Example 1:
 Input: nums = [-10,-3,0,5,9]
 Output: [0,-3,9,-10,null,5]
 Explanation: [0,-10,5,null,-3,null,9] is also accepted:
 
 Example 2:
 Input: nums = [1,3]
 Output: [3,1]
 Explanation: [1,3] and [3,1] are both a height-balanced BSTs.
 
 
 Constraints:
 `1 <= nums.length <= 104`
 `-104 <= nums[i] <= 104`
 `nums` is sorted in a strictly increasing order."
76,Transpose Matrix,"['Array', 'Matrix', 'Simulation']",72.80%,867,https://leetcode.com/problems/transpose-matrix/description,"Given a 2D integer array `matrix`, return the transpose of `matrix`.
 
 The transpose of a matrix is the matrix flipped over its main diagonal, switching the matrix's row and column indices.
 
 
 Example 1:
 Input: matrix = [[1,2,3],[4,5,6],[7,8,9]]
 Output: [[1,4,7],[2,5,8],[3,6,9]]
 
 Example 2:
 Input: matrix = [[1,2,3],[4,5,6]]
 Output: [[1,4],[2,5],[3,6]]
 
 Constraints:
 `m == matrix.length`
 `n == matrix[i].length`
 `1 <= m, n <= 1000`
 `1 <= m * n <= 105`
 `-109 <= matrix[i][j] <= 109`"
77,Minimum Subsequence in Non-Increasing Order,"['Array', 'Greedy', 'Sorting']",72.80%,1403,https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order/description,"Given the array `nums`, obtain a subsequence of the array whose sum of elements is strictly greater than the sum of the non included elements in such subsequence. 
 If there are multiple solutions, return the subsequence with minimum size and if there still exist multiple solutions, return the subsequence with the maximum total sum of all its elements. A subsequence of an array can be obtained by erasing some (possibly zero) elements from the array. 
 Note that the solution with the given constraints is guaranteed to be unique. Also return the answer sorted in non-increasing order.
 
 
 Example 1:
 Input: nums = [4,3,10,9,8]
 Output: [10,9] 
 Explanation: The subsequences [10,9] and [10,8] are minimal such that the sum of their elements is strictly greater than the sum of elements not included, however, the subsequence [10,9] has the maximum total sum of its elements. 
 
 Example 2:
 Input: nums = [4,4,7,6,7]
 Output: [7,7,6] 
 Explanation: The subsequence [7,7] has the sum of its elements equal to 14 which is not strictly greater than the sum of elements not included (14 = 4 + 4 + 6). Therefore, the subsequence [7,6,7] is the minimal satisfying the conditions. Note the subsequence has to returned in non-decreasing order. 
 
 Example 3:
 Input: nums = [6]
 Output: [6]
 
 Constraints:
 `1 <= nums.length <= 500`
 `1 <= nums[i] <= 100`"
78,Shortest Distance to a Character,"['Array', 'Two Pointers', 'String']",71.90%,821,https://leetcode.com/problems/shortest-distance-to-a-character/description,"Given a string `s` and a character `c` that occurs in `s`, return an array of integers `answer` where `answer.length == s.length` and `answer[i]` is the distance from index `i` to the closest occurrence of character `c` in `s`.
 
 The distance between two indices `i` and `j` is `abs(i - j)`, where `abs` is the absolute value function.
 
 
 Example 1:
 Input: s = ""loveleetcode"", c = ""e""
 Output: [3,2,1,0,1,0,0,1,2,2,1,0]
 Explanation: The character 'e' appears at indices 3, 5, 6, and 11 (0-indexed).
 
 The closest occurrence of 'e' for index 0 is at index 3, so the distance is abs(0 - 3) = 3.
 
 The closest occurrence of 'e' for index 1 is at index 3, so the distance is abs(1 - 3) = 3.
 
 For index 4, there is a tie between the 'e' at index 3 and the 'e' at index 5, but the distance is still the same: abs(4 - 3) == abs(4 - 5) = 1.
 
 The closest occurrence of 'e' for index 8 is at index 6, so the distance is abs(8 - 6) = 2.
 
 
 Example 2:
 Input: s = ""aaab"", c = ""b""
 Output: [3,2,1,0]
 
 Constraints:
 `1 <= s.length <= 104`
 `s[i]` and `c` are lowercase English letters.
 
 It is guaranteed that `c` occurs at least once in `s`."
79,Matrix Cells in Distance Order,"['Array', 'Math', 'Geometry', '2+']",71.90%,1030,https://leetcode.com/problems/matrix-cells-in-distance-order/description,"We are given a matrix with `R` rows and `C` columns has cells with integer coordinates `(r, c)`, where `0 <= r < R` and `0 <= c < C`.
 
 Additionally, we are given a cell in that matrix with coordinates `(r0, c0)`.
 
 Return the coordinates of all cells in the matrix, sorted by their distance from `(r0, c0)` from smallest distance to largest distance. Here, the distance between two cells `(r1, c1)` and `(r2, c2)` is the Manhattan distance, `|r1 - r2| + |c1 - c2|`. (You may return the answer in any order that satisfies this condition.)
 
 Example 1:
 Input: R = 1, C = 2, r0 = 0, c0 = 0
 Output: [[0,0],[0,1]]
 Explanation: The distances from (r0, c0) to other cells are: [0,1]
 
 Example 2:
 Input: R = 2, C = 2, r0 = 0, c0 = 1
 Output: [[0,1],[0,0],[1,1],[1,0]]
 Explanation: The distances from (r0, c0) to other cells are: [0,1,1,2]
 The answer [[0,1],[1,1],[0,0],[1,0]] would also be accepted as correct.
 
 
 Example 3:
 Input: R = 2, C = 3, r0 = 1, c0 = 2
 Output: [[1,2],[0,2],[1,1],[0,1],[1,0],[0,0]]
 Explanation: The distances from (r0, c0) to other cells are: [0,1,1,2,2,3]
 There are other answers that would also be accepted as correct, such as [[1,2],[1,1],[0,2],[1,0],[0,1],[0,0]].
 
 Note:
 `1 <= R <= 100`
 `1 <= C <= 100`
 `0 <= r0 < R`
 `0 <= c0 < C`"
80,Minimum Cost to Move Chips to The Same Position,"['Array', 'Math', 'Greedy']",71.80%,1217,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position/description,"We have `n` chips, where the position of the `ith` chip is `position[i]`.
 
 We need to move all the chips to the same position. In one step, we can change the position of the `ith` chip from `position[i]` to:
 `position[i] + 2` or `position[i] - 2` with `cost = 0`.
 
 `position[i] + 1` or `position[i] - 1` with `cost = 1`.
 
 Return the minimum cost needed to move all the chips to the same position.
 
 
 Example 1:
 Input: position = [1,2,3]
 Output: 1
 Explanation: First step: Move the chip at position 3 to position 1 with cost = 0.
 
 Second step: Move the chip at position 2 to position 1 with cost = 1.
 
 Total cost is 1.
 
 
 Example 2:
 Input: position = [2,2,2,3,3]
 Output: 2
 Explanation: We can move the two chips at position 3 to position 2. Each move has cost = 1. The total cost = 2.
 
 
 Example 3:
 Input: position = [1,1000000000]
 Output: 1
 
 Constraints:
 `1 <= position.length <= 100`
 `1 <= position[i] <= 10^9`"
81,Crawler Log Folder,"['Array', 'String', 'Stack']",71.70%,1598,https://leetcode.com/problems/crawler-log-folder/description,"The Leetcode file system keeps a log each time some user performs a change folder operation.
 
 The operations are described below:
 `""../""` : Move to the parent folder of the current folder. (If you are already in the main folder, remain in the same folder).
 
 `""./""` : Remain in the same folder.
 
 `""x/""` : Move to the child folder named `x` (This folder is guaranteed to always exist).
 
 You are given a list of strings `logs` where `logs[i]` is the operation performed by the user at the `ith` step.
 
 The file system starts in the main folder, then the operations in `logs` are performed.
 
 Return the minimum number of operations needed to go back to the main folder after the change folder operations.
 
 
 Example 1:
 Input: logs = [""d1/"",""d2/"",""../"",""d21/"",""./""]
 Output: 2
 Explanation: Use this change folder operation ""../"" 2 times and go back to the main folder.
 
 
 Example 2:
 Input: logs = [""d1/"",""d2/"",""./"",""d3/"",""../"",""d31/""]
 Output: 3
 
 Example 3:
 Input: logs = [""d1/"",""../"",""../"",""../""]
 Output: 0
 
 Constraints:
 `1 <= logs.length <= 103`
 `2 <= logs[i].length <= 10`
 `logs[i]` contains lowercase English letters, digits, `'.'`, and `'/'`.
 
 `logs[i]` follows the format described in the statement.
 
 Folder names consist of lowercase English letters and digits."
82,Keyboard Row,"['Array', 'Hash Table', 'String']",71.50%,500,https://leetcode.com/problems/keyboard-row/description,"Given an array of strings `words`, return the words that can be typed using letters of the alphabet on only one row of American keyboard like the image below.
 
 In the American keyboard:
 the first row consists of the characters `""qwertyuiop""`,
 the second row consists of the characters `""asdfghjkl""`, and
 the third row consists of the characters `""zxcvbnm""`.
 
 
 Example 1:
 Input: words = [""Hello"",""Alaska"",""Dad"",""Peace""]
 Output: [""Alaska"",""Dad""]
 
 Example 2:
 Input: words = [""omk""]
 Output: []
 
 Example 3:
 Input: words = [""adsdf"",""sfd""]
 Output: [""adsdf"",""sfd""]
 
 Constraints:
 `1 <= words.length <= 20`
 `1 <= words[i].length <= 100`
 `words[i]` consists of English letters (both lowercase and uppercase)."
83,Replace Elements with Greatest Element on Right Side,['Array'],71.30%,1299,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side/description,"Given an array `arr`, replace every element in that array with the greatest element among the elements to its right, and replace the last element with `-1`.
 
 After doing so, return the array.
 
 
 Example 1:
 Input: arr = [17,18,5,4,6,1]
 Output: [18,6,6,6,1,-1]
 Explanation: 
 - index 0 --> the greatest element to the right of index 0 is index 1 (18).
 
 - index 1 --> the greatest element to the right of index 1 is index 4 (6).
 
 - index 2 --> the greatest element to the right of index 2 is index 4 (6).
 
 - index 3 --> the greatest element to the right of index 3 is index 4 (6).
 
 - index 4 --> the greatest element to the right of index 4 is index 5 (1).
 
 - index 5 --> there are no elements to the right of index 5, so we put -1.
 
 
 Example 2:
 Input: arr = [400]
 Output: [-1]
 Explanation: There are no elements to the right of index 0.
 
 
 Constraints:
 `1 <= arr.length <= 104`
 `1 <= arr[i] <= 105`"
